time,free,used,cached,buffers
1692036446,1007.0273,382.2656,2430.371,91.95703
1692036445,1007.0273,382.2656,2430.371,91.95703
1692036444,1007.0273,382.2656,2430.371,91.95703
1692036443,1007.0273,382.2656,2430.371,91.95703
1692036442,1007.0273,382.2656,2430.371,91.95703
1692036441,1007.0273,382.2656,2430.371,91.95703
1692036440,1007.0273,382.2656,2430.371,91.95703
1692036439,1007.0273,382.2656,2430.371,91.95703
1692036438,1007.0273,382.2656,2430.371,91.95703
1692036437,1007.0273,382.2656,2430.371,91.95703
1692036436,1007.0273,382.2656,2430.371,91.95703
1692036435,1007.0273,382.2656,2430.371,91.95703
1692036434,1007.0273,382.2656,2430.371,91.95703
1692036433,1007.0273,382.2656,2430.371,91.95703
1692036432,1007.0273,382.2656,2430.371,91.95703
1692036431,1007.0273,382.2656,2430.371,91.95703
1692036430,1007.0273,382.2656,2430.371,91.95703
1692036429,1007.0273,382.2656,2430.371,91.95703
1692036428,1007.0273,382.2656,2430.371,91.95703
1692036427,1007.0273,382.2656,2430.371,91.95703
1692036426,1007.0273,382.2656,2430.371,91.95703
1692036425,1007.0273,382.2695,2430.371,91.95312
1692036424,1007.0273,382.2695,2430.371,91.95312
1692036423,1007.0273,382.2695,2430.371,91.95312
1692036422,1007.0273,382.2695,2430.371,91.95312
1692036421,1007.0273,382.2695,2430.371,91.95312
1692036420,1007.0273,382.2695,2430.371,91.95312
1692036419,1007.0273,382.2695,2430.371,91.95312
1692036418,1007.0273,382.2695,2430.371,91.95312
1692036417,1007.0273,382.2695,2430.371,91.95312
1692036416,1007.0273,382.2695,2430.371,91.95312
1692036415,1007.0273,382.2695,2430.371,91.95312
1692036414,1007.0273,382.2695,2430.371,91.95312
1692036413,1007.0273,382.2695,2430.371,91.95312
1692036412,1007.0273,382.2695,2430.371,91.95312
1692036411,1007.0273,382.2695,2430.371,91.95312
1692036410,1007.0273,382.2695,2430.371,91.95312
1692036409,1007.0273,382.2695,2430.371,91.95312
1692036408,1007.0273,382.2695,2430.371,91.95312
1692036407,1007.0273,382.2695,2430.371,91.95312
1692036406,1007.0273,382.2695,2430.371,91.95312
1692036405,1007.0273,382.2695,2430.371,91.95312
1692036404,1007.0273,382.2695,2430.371,91.95312
1692036403,1007.0273,382.2695,2430.371,91.95312
1692036402,1007.0273,382.2695,2430.371,91.95312
1692036401,1007.0273,382.2695,2430.371,91.95312
1692036400,1007.0273,382.2695,2430.371,91.95312
1692036399,1007.0273,382.2695,2430.371,91.95312
1692036398,1007.0273,382.2695,2430.371,91.95312
1692036397,1007.0273,382.2695,2430.371,91.95312
1692036396,1007.0273,382.2695,2430.371,91.95312
1692036395,1007.0273,382.2695,2430.371,91.95312
1692036394,1007.0273,382.2695,2430.371,91.95312
1692036393,1007.0273,382.2695,2430.371,91.95312
1692036392,1007.0273,382.2695,2430.371,91.95312
1692036391,1007.0273,382.2695,2430.371,91.95312
1692036390,1007.0273,382.2695,2430.371,91.95312
1692036389,1007.0273,382.2695,2430.371,91.95312
1692036388,1007.0273,382.2695,2430.371,91.95312
1692036387,1007.0273,382.2695,2430.371,91.95312
1692036386,1007.0273,382.2695,2430.371,91.95312
1692036385,1007.0273,382.2695,2430.371,91.95312
1692036384,1007.0273,382.2695,2430.371,91.95312
1692036383,1007.0273,382.2695,2430.371,91.95312
1692036382,1007.0273,382.2695,2430.371,91.95312
1692036381,1007.0273,382.2695,2430.371,91.95312
1692036380,1007.0273,382.2695,2430.371,91.95312
1692036379,1007.0273,382.2695,2430.371,91.95312
1692036378,1007.0273,382.2695,2430.371,91.95312
1692036377,1007.0273,382.2695,2430.371,91.95312
1692036376,1007.0273,382.2695,2430.371,91.95312
1692036375,1007.0273,382.2695,2430.371,91.95312
1692036374,1007.0273,382.2695,2430.371,91.95312
1692036373,1007.0273,382.2695,2430.371,91.95312
1692036372,1007.0273,382.2695,2430.371,91.95312
1692036371,1007.0273,382.2695,2430.371,91.95312
1692036370,1007.0273,382.2695,2430.371,91.95312
1692036369,1007.0273,382.2695,2430.371,91.95312
1692036368,1007.0273,382.2695,2430.371,91.95312
1692036367,1007.0273,382.2695,2430.371,91.95312
1692036366,1007.0273,382.2695,2430.371,91.95312
1692036365,1007.0273,382.2695,2430.371,91.95312
1692036364,1007.0273,382.2695,2430.371,91.95312
1692036363,1007.0273,382.2695,2430.371,91.95312
1692036362,1007.0273,382.2695,2430.371,91.95312
1692036361,1007.0273,382.2695,2430.371,91.95312
1692036360,1007.0273,382.2695,2430.371,91.95312
1692036359,1007.0273,382.2695,2430.371,91.95312
1692036358,1008.2578,381.0391,2430.371,91.95312
1692036357,1008.2578,381.0391,2430.371,91.95312
1692036356,1008.2578,381.0391,2430.371,91.95312
1692036355,1010.7188,378.5781,2430.371,91.95312
1692036354,1012.9336,376.3633,2430.371,91.95312
1692036353,1012.9336,376.3633,2430.371,91.95312
1692036352,1014.9023,374.3945,2430.371,91.95312
1692036351,1016.8711,372.4258,2430.371,91.95312
1692036350,1018.1016,371.1953,2430.371,91.95312
1692036349,1018.1016,371.1953,2430.371,91.95312
1692036348,1018.1016,371.1953,2430.371,91.95312
1692036347,1018.1016,371.1992,2430.371,91.94922
1692036346,1018.1016,371.1992,2430.371,91.94922
1692036345,1018.1016,371.1992,2430.371,91.94922
1692036344,1018.1016,371.1992,2430.371,91.94922
1692036343,1018.3438,370.957,2430.371,91.94922
1692036342,1018.3438,370.9805,2430.348,91.94922
1692036341,1018.3438,370.9805,2430.348,91.94922
1692036340,1018.5898,370.7344,2430.348,91.94922
1692036339,1018.5898,370.7344,2430.348,91.94922
1692036338,1018.5898,370.7422,2430.34,91.94922
1692036337,1018.5898,370.7422,2430.348,91.94141
1692036336,1018.5898,370.7422,2430.348,91.94141
1692036335,1018.5898,370.7422,2430.348,91.94141
1692036334,1021.0508,368.2812,2430.348,91.94141
1692036333,1022.5273,366.8047,2430.348,91.94141
1692036332,1022.7734,366.5625,2430.348,91.9375
1692036331,1022.7734,366.5625,2430.348,91.9375
1692036330,1022.7734,366.5625,2430.348,91.9375
1692036329,1022.7734,366.5625,2430.348,91.9375
1692036328,1023.0195,366.3164,2430.348,91.9375
