time,free,used,cached,buffers
1692036245,1017.3516,372.7969,2429.676,91.79688
1692036244,1017.3516,372.8008,2429.672,91.79688
1692036243,1017.3516,372.8242,2429.652,91.79297
1692036242,1017.3516,372.8281,2429.648,91.79297
1692036241,1017.3516,372.8398,2429.637,91.79297
1692036240,1019.0742,371.1289,2429.625,91.79297
1692036239,1019.0742,371.1367,2429.617,91.79297
1692036238,1021.2891,368.9414,2429.602,91.78906
1692036237,1023.2578,366.9883,2429.586,91.78906
1692036236,1023.2578,367,2429.574,91.78906
1692036235,1023.2578,367.0117,2429.562,91.78906
1692036234,1023.5039,366.7734,2429.555,91.78906
1692036233,1023.75,366.5391,2429.543,91.78906
1692036232,1023.75,366.5508,2429.531,91.78906
1692036231,1025.9648,364.3477,2429.52,91.78906
1692036230,1026.2109,364.1094,2429.512,91.78906
1692036229,1026.2109,364.1172,2429.504,91.78906
1692036228,1026.2109,364.1328,2429.488,91.78906
1692036227,1026.2109,364.1445,2429.477,91.78906
1692036226,1026.2109,364.1523,2429.469,91.78906
1692036225,1027.6875,362.6836,2429.461,91.78906
1692036224,1027.6875,362.6953,2429.449,91.78906
1692036223,1029.1641,361.2305,2429.438,91.78906
1692036222,1029.1641,361.2422,2429.426,91.78906
1692036221,1029.1641,361.25,2429.418,91.78906
1692036220,1029.1641,361.2617,2429.406,91.78906
1692036219,1029.1641,361.2695,2429.398,91.78906
1692036218,1029.6562,360.7852,2429.391,91.78906
1692036217,1030.8867,359.5664,2429.379,91.78906
1692036216,1031.1328,359.332,2429.367,91.78906
1692036215,1031.3789,359.0977,2429.355,91.78906
1692036214,1032.8555,357.6289,2429.348,91.78906
1692036213,1033.1016,357.3945,2429.336,91.78906
1692036212,1034.0859,356.418,2429.328,91.78906
1692036211,1034.0859,356.4336,2429.312,91.78906
1692036210,1034.0859,356.4414,2429.305,91.78906
1692036209,1034.0859,356.4492,2429.297,91.78906
1692036208,1034.0859,356.4609,2429.285,91.78906
1692036207,1034.0859,356.4766,2429.27,91.78906
1692036206,1034.0859,356.4883,2429.258,91.78906
1692036205,1034.0859,356.5273,2429.219,91.78906
1692036204,1034.0859,356.5391,2429.207,91.78906
1692036203,1034.0859,356.5469,2429.199,91.78906
1692036202,1034.8242,355.8203,2429.188,91.78906
1692036201,1034.8242,355.8281,2429.18,91.78906
1692036200,1035.3164,355.3516,2429.164,91.78906
1692036199,1035.3164,355.3594,2429.156,91.78906
1692036198,1035.3164,355.3711,2429.145,91.78906
1692036197,1035.3164,355.375,2429.141,91.78906
1692036196,1035.8086,354.918,2429.109,91.78516
1692036195,1035.8086,354.9219,2429.105,91.78516
1692036194,1035.8086,354.9414,2429.086,91.78516
1692036193,1035.8086,354.9453,2429.082,91.78516
1692036192,1035.8086,354.9648,2429.062,91.78516
1692036191,1037.2852,353.4922,2429.062,91.78125
1692036190,1037.7773,353.0156,2429.047,91.78125
1692036189,1039.7461,351.0547,2429.039,91.78125
1692036188,1000.8242,389.9922,2429.023,91.78125
1692036187,1002.793,388.0312,2429.016,91.78125
1692036186,1003.5312,387.3086,2429.004,91.77734
1692036185,1003.5312,387.3164,2428.996,91.77734
1692036184,1005.2539,385.6094,2428.98,91.77734
1692036183,1007.7148,383.1562,2428.973,91.77734
1692036182,1007.7148,383.168,2428.961,91.77734
1692036181,1008.9453,381.9453,2428.953,91.77734
1692036180,1010.1758,380.7266,2428.941,91.77734
1692036179,1010.1758,380.7344,2428.934,91.77734
1692036178,1010.1758,380.75,2428.918,91.77734
1692036177,1010.1758,380.7578,2428.91,91.77734
1692036176,1010.1758,380.7695,2428.898,91.77734
1692036175,1010.4219,380.5273,2428.895,91.77734
1692036174,1011.8984,379.0664,2428.879,91.77734
1692036173,1011.8984,379.0742,2428.871,91.77734
1692036172,1011.8984,379.0898,2428.855,91.77734
1692036171,1014.1133,376.8828,2428.848,91.77734
1692036170,1016.082,374.9219,2428.84,91.77734
1692036169,1018.0508,372.9688,2428.824,91.77734
1692036168,1018.2969,372.7305,2428.816,91.77734
1692036167,1018.2969,372.7422,2428.805,91.77734
1692036166,1020.0195,371.0312,2428.793,91.77734
1692036165,1020.0195,371.0391,2428.785,91.77734
1692036164,1020.0195,371.0508,2428.773,91.77734
1692036163,1020.0195,371.0586,2428.766,91.77734
1692036162,1021.9883,369.1016,2428.754,91.77734
1692036161,1024.2031,366.9023,2428.738,91.77734
1692036160,1024.2031,366.9102,2428.73,91.77734
1692036159,1024.2031,366.918,2428.723,91.77734
1692036158,1024.2031,366.9297,2428.711,91.77734
1692036157,1024.2031,366.9375,2428.703,91.77734
1692036156,1024.2031,366.9531,2428.688,91.77734
1692036155,1024.2031,366.9609,2428.68,91.77734
1692036154,1026.1719,365.0039,2428.668,91.77734
1692036153,1026.6641,364.5156,2428.664,91.77734
1692036152,1026.9102,364.2852,2428.648,91.77734
1692036151,1027.4023,363.7969,2428.645,91.77734
1692036150,1028.6328,362.5859,2428.625,91.77734
1692036149,1028.6328,362.5938,2428.617,91.77734
1692036148,1029.125,362.1133,2428.605,91.77734
1692036147,1029.125,362.125,2428.594,91.77734
1692036146,1029.125,362.1445,2428.582,91.76953
1692036145,1029.125,362.1523,2428.574,91.76953
1692036144,1029.125,362.1602,2428.566,91.76953
1692036143,1029.125,362.1719,2428.555,91.76953
1692036142,1029.125,362.1836,2428.543,91.76953
1692036141,1029.125,362.1992,2428.531,91.76562
1692036140,1029.125,362.2109,2428.52,91.76562
1692036139,1029.125,362.2148,2428.516,91.76562
1692036138,1029.125,362.2266,2428.504,91.76562
1692036137,1029.125,362.2344,2428.496,91.76562
1692036136,1029.125,362.2461,2428.484,91.76562
1692036135,1029.125,362.2578,2428.473,91.76562
1692036134,1029.125,362.2695,2428.461,91.76562
1692036133,1029.125,362.2773,2428.453,91.76562
1692036132,1029.125,362.2891,2428.441,91.76562
1692036131,1029.3711,362.0547,2428.43,91.76562
1692036130,1029.3711,362.0664,2428.418,91.76562
1692036129,1029.3711,362.0742,2428.41,91.76562
1692036128,1029.3711,362.0859,2428.398,91.76562
1692036127,1029.3711,362.0938,2428.391,91.76562
1692036126,1029.3711,362.1055,2428.379,91.76562
1692036125,1029.3711,362.1133,2428.371,91.76562
1692036124,1029.3711,362.125,2428.359,91.76562
1692036123,1029.3711,362.125,2428.359,91.76562
1692036122,1029.3711,362.125,2428.359,91.76562
1692036121,1029.3711,362.125,2428.359,91.76562
1692036120,1029.3711,362.125,2428.359,91.76562
1692036119,1029.3711,362.125,2428.359,91.76562
1692036118,1029.3711,362.125,2428.359,91.76562
1692036117,1029.3711,362.125,2428.359,91.76562
1692036116,1029.3711,362.125,2428.359,91.76562
1692036115,1029.3711,362.125,2428.359,91.76562
1692036114,1029.3711,362.125,2428.359,91.76562
1692036113,1029.3711,362.125,2428.359,91.76562
1692036112,1031.0938,360.4023,2428.359,91.76562
1692036111,1031.5859,359.9102,2428.359,91.76562
1692036110,1031.5859,359.9102,2428.359,91.76562
1692036109,1031.5859,359.9102,2428.359,91.76562
1692036108,1033.5547,357.9414,2428.359,91.76562
1692036107,1033.8008,357.6953,2428.359,91.76562
1692036106,1036.0156,355.4805,2428.359,91.76562
1692036105,1036.0156,355.4805,2428.359,91.76562
1692036104,1036.5078,354.9883,2428.359,91.76562
1692036103,1036.5078,354.9883,2428.359,91.76562
1692036102,1036.5078,354.9883,2428.359,91.76562
1692036101,1036.5078,354.9883,2428.359,91.76562
1692036100,1037.2461,354.25,2428.359,91.76562
1692036099,1039.4609,352.0352,2428.359,91.76562
1692036098,1039.707,351.7891,2428.359,91.76562
1692036097,1039.707,351.7891,2428.359,91.76562
1692036096,1039.707,351.7891,2428.359,91.76562
1692036095,1042.6289,348.8672,2428.359,91.76562
1692036094,1002.8828,388.6133,2428.359,91.76562
1692036093,1002.8828,388.6133,2428.359,91.76562
1692036092,1004.3594,387.1367,2428.359,91.76562
1692036091,1004.6055,386.8906,2428.359,91.76562
1692036090,1004.6055,386.8906,2428.359,91.76562
1692036089,1004.6055,386.8906,2428.359,91.76562
1692036088,1006.082,385.4141,2428.359,91.76562
1692036087,1006.3281,385.168,2428.359,91.76562
1692036086,1006.3281,385.168,2428.359,91.76562
1692036085,1006.5742,384.9219,2428.359,91.76562
1692036084,1006.5742,384.9219,2428.359,91.76562
1692036083,1006.5742,384.9219,2428.359,91.76562
1692036082,1006.5742,384.9219,2428.359,91.76562
1692036081,1006.5742,384.9219,2428.359,91.76562
1692036080,1006.5742,384.9219,2428.359,91.76562
1692036079,1006.5742,384.9219,2428.359,91.76562
1692036078,1006.5742,384.9219,2428.359,91.76562
1692036077,1006.5742,384.9219,2428.359,91.76562
1692036076,1006.5742,384.9219,2428.359,91.76562
1692036075,1006.5742,384.9219,2428.359,91.76562
1692036074,1006.5742,384.9219,2428.359,91.76562
1692036073,1006.5742,384.9219,2428.359,91.76562
1692036072,1006.5742,384.9219,2428.359,91.76562
1692036071,1006.5742,384.9219,2428.359,91.76562
1692036070,1006.5742,384.9219,2428.359,91.76562
1692036069,1006.5742,384.9219,2428.359,91.76562
1692036068,1006.8203,384.6758,2428.359,91.76562
1692036067,1006.8203,384.6758,2428.359,91.76562
1692036066,1006.8203,384.6758,2428.359,91.76562
1692036065,1006.8203,384.6758,2428.359,91.76562
1692036064,1006.8203,384.6758,2428.359,91.76562
1692036063,1006.8203,384.6758,2428.359,91.76562
1692036062,1007.0625,384.4336,2428.359,91.76562
1692036061,1007.0625,384.4336,2428.359,91.76562
1692036060,1007.0625,384.4336,2428.359,91.76562
1692036059,1007.0625,384.4336,2428.359,91.76562
1692036058,1009.0312,382.4648,2428.359,91.76562
1692036057,1009.2773,382.2188,2428.359,91.76562
1692036056,1011.4922,380.0039,2428.359,91.76562
1692036055,1011.7383,379.7578,2428.359,91.76562
1692036054,1011.9844,379.5117,2428.359,91.76562
1692036053,1011.9844,379.5117,2428.359,91.76562
1692036052,1011.9844,379.5117,2428.359,91.76562
1692036051,1011.9844,379.5117,2428.359,91.76562
1692036050,1011.9844,379.5117,2428.359,91.76562
1692036049,1011.9844,379.5117,2428.359,91.76562
1692036048,1012.2305,379.2656,2428.359,91.76562
1692036047,1013.9531,377.543,2428.359,91.76562
1692036046,1013.9531,377.543,2428.359,91.76562
1692036045,1013.9531,377.543,2428.359,91.76562
1692036044,1013.9531,377.543,2428.359,91.76562
1692036043,1013.9531,377.543,2428.359,91.76562
1692036042,1013.9531,377.543,2428.359,91.76562
1692036041,1013.9531,377.543,2428.359,91.76562
1692036040,1013.9531,377.543,2428.359,91.76562
1692036039,1013.9531,377.543,2428.359,91.76562
1692036038,1013.9531,377.543,2428.359,91.76562
1692036037,1016.168,375.3281,2428.359,91.76562
1692036036,1016.6602,374.8359,2428.359,91.76562
1692036035,1016.6602,374.8359,2428.359,91.76562
1692036034,1016.9062,374.5898,2428.359,91.76562
1692036033,1018.1367,373.3594,2428.359,91.76562
1692036032,1018.1367,373.3594,2428.359,91.76562
1692036031,1018.1367,373.3594,2428.359,91.76562
1692036030,1018.1367,373.3594,2428.359,91.76562
1692036029,1018.1367,373.3594,2428.359,91.76562
1692036028,1018.1367,373.3594,2428.359,91.76562
1692036027,1018.1367,373.3594,2428.359,91.76562
1692036026,1018.1367,373.3633,2428.359,91.76172
1692036025,1019.8594,371.6406,2428.359,91.76172
1692036024,1022.3203,369.1797,2428.359,91.76172
1692036023,1022.5664,368.9336,2428.359,91.76172
1692036022,1022.5664,368.9336,2428.359,91.76172
1692036021,1022.5664,368.9336,2428.359,91.76172
1692036020,1022.5664,368.9336,2428.359,91.76172
1692036019,1022.5664,368.9336,2428.359,91.76172
1692036018,1022.5664,368.9336,2428.359,91.76172
1692036017,1022.5664,368.9336,2428.359,91.76172
1692036016,1022.5664,368.9336,2428.359,91.76172
1692036015,1022.5664,368.9336,2428.359,91.76172
1692036014,1022.5664,368.9336,2428.359,91.76172
1692036013,1022.5664,368.9336,2428.359,91.76172
1692036012,1022.5664,368.9336,2428.359,91.76172
1692036011,1022.5664,368.9336,2428.359,91.76172
1692036010,1022.5664,368.9336,2428.359,91.76172
1692036009,1022.5664,368.9336,2428.359,91.76172
1692036008,1022.8086,368.6914,2428.359,91.76172
1692036007,1022.8086,368.6914,2428.359,91.76172
1692036006,1022.8086,368.6914,2428.359,91.76172
1692036005,1022.8086,368.6914,2428.359,91.76172
1692036004,1022.8086,368.6914,2428.359,91.76172
1692036003,1022.8086,368.6914,2428.359,91.76172
1692036002,1022.8086,368.6914,2428.359,91.76172
1692036001,1022.8086,368.6914,2428.359,91.76172
1692036000,1022.8086,368.6914,2428.359,91.76172
1692035999,1022.8086,368.6914,2428.359,91.76172
1692035998,1022.8086,368.6914,2428.359,91.76172
1692035997,1022.8086,368.6914,2428.359,91.76172
1692035996,1022.8086,368.6914,2428.359,91.76172
1692035995,1022.8086,368.6914,2428.359,91.76172
1692035994,1022.8086,368.6914,2428.359,91.76172
1692035993,1022.8086,368.6914,2428.359,91.76172
1692035992,1022.8086,368.6914,2428.359,91.76172
1692035991,1022.8086,368.6914,2428.359,91.76172
1692035990,1022.8086,368.6914,2428.359,91.76172
1692035989,1022.8086,368.6914,2428.359,91.76172
1692035988,1022.8086,368.6914,2428.359,91.76172
1692035987,1022.8086,368.6914,2428.359,91.76172
1692035986,1022.8086,368.6914,2428.359,91.76172
1692035985,1022.8086,368.6914,2428.359,91.76172
1692035984,1023.0547,368.4453,2428.359,91.76172
1692035983,1023.0547,368.4453,2428.359,91.76172
1692035982,1023.0547,368.4453,2428.359,91.76172
1692035981,1023.0547,368.4453,2428.359,91.76172
1692035980,1023.0547,368.4453,2428.359,91.76172
1692035979,1025.0234,366.4766,2428.359,91.76172
1692035978,1025.0234,366.4766,2428.359,91.76172
1692035977,1025.2695,366.2305,2428.359,91.76172
1692035976,1025.5156,365.9844,2428.359,91.76172
1692035975,1025.7617,365.7383,2428.359,91.76172
1692035974,1026.9922,364.5078,2428.359,91.76172
1692035973,1029.207,362.293,2428.359,91.76172
1692035972,1031.4219,360.0781,2428.359,91.76172
1692035971,1033.3906,358.1094,2428.359,91.76172
1692035970,1035.3594,356.1406,2428.359,91.76172
1692035969,1035.3594,356.1406,2428.359,91.76172
1692035968,1035.5938,355.9062,2428.359,91.76172
1692035967,1035.5938,355.9062,2428.359,91.76172
